id,avg_identifier_length,max_identifier_length,avg_identifier,max_identifier,max_single_identifier,avg_arithmetic,avg_comparison,avg_assignment,avg_comma,avg_dot,avg_bracket,max_keyword,avg_keyword,max_number,avg_number,avg_loop,avg_if,avg_space,max_indentation,avg_indentation,avg_comment,max_single_char,avg_blank,max_line_length,avg_line_length,score
Dorn180,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
Dorn181,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
Dorn182,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
Dorn183,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
Dorn184,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
Dorn185,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
Dorn186,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
Dorn187,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
Dorn188,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn189,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
Dorn19,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
Dorn190,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
Dorn191,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
Dorn192,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn193,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
Dorn194,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
Dorn195,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
Dorn196,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
Dorn197,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
Dorn198,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
Dorn199,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
Dorn2,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
Dorn20,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
Dorn200,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
Dorn201,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
Dorn202,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
Dorn203,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
Dorn204,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
Dorn205,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
Dorn206,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
Dorn207,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
Dorn208,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
Dorn209,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn21,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
Dorn210,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
Dorn211,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
Dorn212,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
Dorn213,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
Dorn214,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
Dorn215,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
Dorn216,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
Dorn217,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
Dorn218,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
Dorn219,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
Dorn22,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
Dorn220,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
Dorn221,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
Dorn222,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
Dorn223,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
Dorn224,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
Dorn225,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
Dorn226,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
Dorn227,,,,,,,,,,,,,,,,,,,,,,,,,,3.31
Dorn228,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
Dorn229,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
Dorn23,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
Dorn230,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
Dorn231,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
Dorn232,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
Dorn233,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
Dorn234,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
Dorn235,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
Dorn236,,,,,,,,,,,,,,,,,,,,,,,,,,3.31
Dorn237,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
Dorn238,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
Dorn239,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
Dorn24,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
Dorn240,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
Dorn241,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
Dorn242,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
Dorn243,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
Dorn244,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
Dorn245,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
Dorn246,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
Dorn247,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
Dorn248,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
Dorn249,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
Dorn25,,,,,,,,,,,,,,,,,,,,,,,,,,4.05
Dorn250,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
Dorn251,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
Dorn252,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
Dorn253,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
Dorn254,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
Dorn255,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
Dorn256,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
Dorn257,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
Dorn258,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
Dorn259,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
Dorn26,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
Dorn260,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
Dorn261,,,,,,,,,,,,,,,,,,,,,,,,,,4.28
Dorn262,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
Dorn263,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
Dorn264,,,,,,,,,,,,,,,,,,,,,,,,,,3.81
Dorn265,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
Dorn266,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
Dorn267,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
Dorn268,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
Dorn269,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
Dorn27,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
Dorn270,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
Dorn271,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
Dorn272,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
Dorn273,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
Dorn274,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
Dorn275,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
Dorn276,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
Dorn277,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
Dorn278,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
Dorn279,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
Dorn28,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
Dorn280,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
Dorn281,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
Dorn282,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
Dorn283,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
Dorn284,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
Dorn285,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
Dorn286,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
Dorn287,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn288,,,,,,,,,,,,,,,,,,,,,,,,,,4.11
Dorn289,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
Dorn29,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
Dorn290,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
Dorn291,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
Dorn292,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
Dorn293,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
Dorn294,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
Dorn295,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
Dorn296,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
Dorn297,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
Dorn298,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
Dorn299,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
Dorn3,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
Dorn30,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn300,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
Dorn301,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
Dorn302,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
Dorn303,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
Dorn304,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
Dorn305,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
Dorn306,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
Dorn307,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
Dorn308,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
Dorn309,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
Dorn31,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
Dorn310,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
Dorn311,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
Dorn312,,,,,,,,,,,,,,,,,,,,,,,,,,4.19
Dorn313,,,,,,,,,,,,,,,,,,,,,,,,,,4.14
Dorn314,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
Dorn315,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
Dorn316,,,,,,,,,,,,,,,,,,,,,,,,,,2.77
Dorn317,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
Dorn318,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
Dorn319,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
Dorn32,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
Dorn320,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
Dorn321,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
Dorn322,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
Dorn323,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
Dorn324,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
Dorn325,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
Dorn326,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
Dorn327,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
Dorn328,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
Dorn329,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
Dorn33,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
Dorn330,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
Dorn331,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn332,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
Dorn333,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
Dorn334,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
Dorn335,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
Dorn336,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
Dorn337,,,,,,,,,,,,,,,,,,,,,,,,,,2.53
Dorn338,,,,,,,,,,,,,,,,,,,,,,,,,,3.57
Dorn339,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
Dorn34,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
Dorn340,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
Dorn341,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
Dorn342,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
Dorn343,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
Dorn344,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
Dorn345,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
Dorn346,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
Dorn347,,,,,,,,,,,,,,,,,,,,,,,,,,4.24
Dorn348,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
Dorn349,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
Dorn35,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
Dorn350,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
Dorn351,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
Dorn352,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
Dorn353,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
Dorn354,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
Dorn355,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
Dorn356,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
Dorn357,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
Dorn358,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
Dorn359,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
Dorn36,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
Dorn37,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
Dorn38,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
Dorn39,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
Dorn4,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
Dorn40,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
Dorn41,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
Dorn42,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
Dorn43,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
Dorn44,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
Dorn45,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
Dorn46,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
Dorn47,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
Dorn48,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
Dorn49,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
Dorn5,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
Dorn50,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
Dorn51,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
Dorn52,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
Dorn53,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
Dorn54,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
Dorn55,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
Dorn56,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
Dorn57,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
Dorn58,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
Dorn59,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
Dorn6,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
Dorn60,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
Dorn61,,,,,,,,,,,,,,,,,,,,,,,,,,2.29
Dorn62,,,,,,,,,,,,,,,,,,,,,,,,,,3.31
Dorn63,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
Dorn64,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
Dorn65,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
Dorn66,,,,,,,,,,,,,,,,,,,,,,,,,,3
Dorn67,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
Dorn68,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
Dorn69,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
Dorn7,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
Dorn70,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
Dorn71,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
Dorn72,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
Dorn73,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
Dorn74,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
Dorn75,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
Dorn76,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
Dorn77,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
Dorn78,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
Dorn79,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
Dorn8,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
Dorn80,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
Dorn81,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
Dorn82,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
Dorn83,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
Dorn84,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
Dorn85,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
Dorn86,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
Dorn87,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
Dorn88,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
Dorn89,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
Dorn9,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
Dorn90,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
Dorn91,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
Dorn92,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
Dorn93,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
Dorn94,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
Dorn95,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
Dorn96,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
Dorn97,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
Dorn98,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
Dorn99,,,,,,,,,,,,,,,,,,,,,,,,,,3
