id,avg_identifier_length,max_identifier_length,avg_identifier,max_identifier,max_single_identifier,avg_arithmetic,avg_comparison,avg_assignment,avg_comma,avg_dot,avg_bracket,max_keyword,avg_keyword,max_number,avg_number,avg_loop,avg_if,avg_space,max_indentation,avg_indentation,avg_comment,max_single_char,avg_blank,max_line_length,avg_line_length,score
Buse2,6.9,11,1.5455,5,4,0.0,0.2727,0.1818,0.0,0.7273,1.0909,1,0.3636,1,0.4545,0.0,0.2727,1.7273,4,2.4444,0.0,19,0.1818,66,26.3636,3.74
Buse20,7.7143,15,2.0,4,2,0.0,0.0,0.4,0.4,0.0,0.4,2,0.6,0,0.0,0.0,0.0,3.6,2,1.2,0.0,15,0.0,71,30.8,3.26
Buse21,7.0,11,1.0,2,1,0.0,0.0,0.1667,0.0,0.0,0.5,2,0.5,0,0.0,0.0,0.1667,2.0,3,1.8333,0.0,8,0.0,40,21.6667,3.73
Buse22,10.0,19,2.3333,12,4,0.0,0.0,0.1111,0.4444,0.7778,0.6667,1,0.2222,4,0.0,0.0,0.0,1.8889,1,0.7778,0.4444,29,0.0,99,33.8889,2.74
Buse23,9.3333,15,1.75,4,5,0.5,0.25,0.0,0.0,0.75,1.5,1,0.625,1,0.25,0.0,0.375,2.25,3,1.875,0.0,32,0.0,89,42.125,3.93
Buse24,12.1667,17,1.25,3,4,0.0,0.0,0.0,0.125,0.0,0.875,4,0.75,0,0.0,0.0,0.0,1.625,3,1.8333,0.0,20,0.25,51,28.375,3.48
Buse25,6.7778,13,4.0,8,6,0.375,0.375,0.25,0.25,1.5,2.125,2,0.625,0,0.0,0.0,0.125,3.875,6,3.5,0.0,41,0.0,107,54.125,2.1
Buse26,5.7143,9,2.7778,7,6,1.2222,0.1111,0.0,1.3333,0.3333,0.7778,1,0.1111,3,1.0,0.0,0.2222,4.5556,14,2.5556,0.0,18,0.0,76,36.1111,2.39
Buse27,8.0833,24,2.375,5,3,0.5,0.0,0.375,0.0,0.75,0.75,1,0.375,1,0.25,0.0,0.0,3.125,2,1.125,0.375,20,0.0,71,37.0,3.75
Buse28,7.9333,22,2.875,7,4,0.0,0.0,0.25,0.0,0.875,1.5,3,0.75,0,0.0,0.125,0.25,1.75,4,2.375,0.0,28,0.0,75,40.125,2.87
Buse29,8.4,14,1.0,3,1,0.0,0.0,0.4,0.0,0.2,0.0,1,0.2,1,0.2,0.0,0.0,3.2,2,1.0,0.0,8,0.2,35,17.6,3.94
Buse3,10.1818,19,2.7143,9,5,0.8571,0.2857,0.4286,0.1429,0.2857,1.1429,1,0.4286,1,0.4286,0.0,0.2857,3.8571,4,2.4286,0.0,17,0.0,110,46.1429,2.69
Buse30,11.25,19,1.6364,8,3,0.0,0.0909,0.1818,0.0,0.5455,0.9091,2,0.2727,0,0.0,0.0,0.0909,1.6364,3,1.3636,0.4545,21,0.0,124,43.8182,2.79
Buse31,12.375,24,1.3636,4,5,0.0909,0.0,0.0,0.0,0.3636,1.0,2,0.7273,0,0.0,0.0,0.1818,0.9091,6,3.2,0.0,41,0.0909,80,39.1818,3.26
Buse32,6.1111,11,1.875,5,4,0.125,0.0,0.375,0.0,0.625,0.625,1,0.125,1,0.125,0.0,0.0,1.625,1,0.375,0.375,17,0.0,69,29.0,4.22
Buse33,10.8571,19,0.9091,4,2,0.0,0.0,0.2727,0.1818,0.0,0.1818,2,0.1818,0,0.0,0.0,0.0,0.9091,3,1.9091,0.5455,19,0.0,121,43.1818,4.02
Buse34,11.625,22,1.2,2,3,0.0,0.0,0.0,0.0,0.3,0.3,1,0.6,0,0.0,0.0,0.0,0.9,4,2.625,0.0,33,0.2,50,26.9,4.35
Buse35,14.4167,22,1.6667,7,4,0.0,0.0,0.0,0.6667,0.5833,0.8333,1,0.0833,2,0.25,0.0,0.0,1.0833,4,1.5833,0.4167,34,0.0,119,47.1667,2.01
Buse36,6.5,16,2.5714,6,4,0.0,0.1429,0.2857,0.7143,0.4286,0.8571,2,0.5714,0,0.0,0.0,0.1429,3.4286,5,2.7143,0.1429,22,0.0,70,39.2857,2.55
Buse37,9.3846,30,2.7,7,5,0.0,0.1,0.0,0.4,1.0,1.5,2,0.9,0,0.0,0.1,0.2,1.9,2,1.0,0.0,24,0.0,97,37.8,2.58
Buse38,7.5455,17,2.2857,6,3,0.0,0.1429,0.1429,0.0,0.7143,0.8571,2,1.0,0,0.0,0.0,0.2857,1.7143,3,1.7143,0.0,24,0.0,62,35.0,2.78
Buse39,6.0,14,2.5,6,4,0.0,0.0,0.3333,0.0,0.8333,0.5,0,0.0,2,0.5,0.0,0.0,3.5,11,3.4,0.0,9,0.1667,62,33.0,2.97
Buse4,9.5455,15,1.0,5,2,0.0,0.0,0.2143,0.1429,0.0,0.2143,1,0.1429,0,0.0,0.0,0.0,1.8571,3,1.2308,0.5,20,0.0714,77,35.2857,4.03
Buse40,11.0,20,1.75,7,3,0.0,0.0,0.1667,0.0833,0.4167,0.75,1,0.0833,0,0.0,0.0,0.0,1.3333,2,1.3636,0.5,42,0.0833,92,38.3333,2.91
Buse41,5.4,16,1.5714,3,3,0.1429,0.1429,0.2857,0.0,0.0,0.8571,1,0.5714,1,0.1429,0.0,0.0,2.5714,2,1.1429,0.0,10,0.0,45,21.8571,2.42
Buse42,9.4,19,2.0,4,3,0.0,0.2857,0.1429,0.1429,0.2857,1.2857,3,0.7143,0,0.0,0.0,0.2857,3.2857,2,0.8571,0.0,22,0.0,62,33.5714,3.08
Buse43,9.5556,28,2.4,7,2,0.0,0.0,0.4,0.4,0.0,0.6,2,0.6,0,0.0,0.0,0.0,1.8,3,1.8,0.0,17,0.0,84,36.0,3.29
Buse44,6.6,16,1.6667,3,4,0.0,0.0,0.5,0.0,0.5,0.3333,1,0.3333,0,0.0,0.0,0.0,3.0,3,1.8,0.0,12,0.1667,43,22.3333,4.07
Buse45,9.5455,14,3.4,7,4,0.0,0.0,0.6,0.4,0.6,1.0,2,1.0,0,0.0,0.0,0.0,4.8,2,1.2,0.0,22,0.0,97,52.2,3.84
Buse46,9.5,20,0.8333,4,3,0.0,0.0833,0.0,0.0,0.0833,0.4167,1,0.4167,0,0.0,0.0,0.1667,1.3333,3,1.5833,0.4167,24,0.0,79,33.5,3.76
Buse47,9.7,22,1.1818,5,4,0.0,0.0,0.2727,0.0909,0.2727,0.4545,3,0.3636,0,0.0,0.0,0.0,2.1818,1,0.8182,0.5455,15,0.0,95,28.4545,3.88
Buse48,9.0,17,0.8182,4,2,0.0,0.0,0.1818,0.1818,0.0,0.2727,1,0.1818,0,0.0,0.0,0.0,1.0,2,1.0909,0.5455,14,0.0,79,31.8182,3.93
Buse49,10.5,15,0.5455,4,2,0.0,0.0,0.0909,0.0,0.1818,0.5455,2,0.4545,0,0.0,0.0,0.0909,1.0909,3,1.75,0.0,11,0.2727,67,16.3636,4.05
Buse5,8.875,20,0.7,2,1,0.0,0.0,0.0,0.0,0.3,0.8,2,0.3,1,0.1,0.0,0.1,0.9,3,1.4,0.3,11,0.0,51,23.2,4.19
Buse50,9.2857,15,0.7778,3,2,0.0,0.0,0.1111,0.0,0.0,1.0,2,0.4444,0,0.0,0.0,0.2222,2.0,4,2.625,0.0,10,0.1111,54,24.3333,4.17
Buse51,7.4,11,1.25,3,4,0.25,0.125,0.125,0.0,0.25,0.625,2,0.75,1,0.25,0.0,0.125,2.125,3,1.4286,0.0,12,0.125,55,23.75,3.92
Buse52,8.0,20,2.6667,8,2,0.0,0.0,0.1667,0.8333,1.0,1.1667,1,0.1667,2,0.6667,0.0,0.0,0.8333,1,0.6667,0.0,24,0.0,103,32.1667,2.64
Buse53,7.6364,12,2.0,4,3,0.1429,0.0,0.2857,0.0,0.7143,1.4286,2,0.5714,0,0.0,0.0,0.1429,1.7143,4,2.2857,0.1429,22,0.0,81,40.7143,2.73
Buse54,5.5,9,1.5,4,3,0.0,0.0,0.0,0.875,0.375,0.375,0,0.0,0,0.0,0.0,0.0,1.375,3,2.25,0.5,12,0.0,80,47.125,3.6
Buse55,14.9167,27,1.7778,5,2,0.0,0.1111,0.2222,0.2222,0.4444,1.0,1,0.2222,0,0.0,0.0,0.2222,1.4444,5,2.5,0.0,28,0.1111,113,37.7778,2.72
Buse56,7.2857,12,1.4444,5,4,0.0,0.0,0.1111,0.1111,0.2222,0.6667,1,0.2222,1,0.2222,0.0,0.0,1.4444,2,1.3333,0.4444,17,0.0,72,29.3333,3.61
Buse57,8.3333,13,2.5,7,2,0.0,0.0,0.5,0.1667,0.6667,1.0,0,0.0,0,0.0,0.0,0.0,2.5,3,0.8333,0.0,20,0.0,82,31.8333,3.6
Buse58,11.3636,24,3.2,5,3,0.0,0.0,0.4,0.6,0.8,1.0,1,0.4,0,0.0,0.0,0.0,1.8,5,2.2,0.0,24,0.0,77,53.6,2.41
Buse59,11.125,24,1.375,4,3,0.0,0.0,0.25,0.0,0.25,0.75,3,0.5,0,0.0,0.0,0.0,2.0,0,1.2,0.0,13,0.375,69,25.25,3.83
Buse6,8.6667,13,1.2,2,2,0.0,0.0,0.4,0.0,0.0,1.0,2,0.6,1,0.4,0.0,0.4,2.6,1,0.6,0.0,8,0.0,40,22.2,2.19
Buse60,11.75,18,1.2,3,2,0.0,0.0,0.2,0.0,0.2,0.4,1,0.4,0,0.0,0.0,0.0,1.0,2,1.2,0.0,16,0.0,64,24.2,3.88
Buse61,6.7143,10,1.5714,4,3,0.0,0.0,0.2857,0.0,0.4286,0.7143,2,0.5714,0,0.0,0.0,0.2857,2.0,4,2.3333,0.1429,13,0.1429,54,27.1429,3.78
Buse62,8.0,13,1.5,3,2,0.1667,0.1667,0.3333,0.0,0.3333,0.8333,1,0.1667,1,0.1667,0.0,0.1667,2.1667,1,0.6667,0.0,10,0.0,46,20.6667,3.47
Buse63,10.0,22,2.7143,5,3,0.0,0.0,0.2857,0.0,0.2857,1.0,1,0.2857,0,0.0,0.1429,0.0,1.5714,4,1.5714,0.0,27,0.0,72,38.2857,2.65
Buse64,7.7,14,2.3333,4,3,0.0,0.0,0.5,0.0,0.6667,1.1667,1,0.1667,0,0.0,0.1667,0.0,5.5,4,2.5,0.0,14,0.0,61,37.3333,3.6
Buse65,6.125,12,3.1667,5,4,0.1667,0.1667,0.8333,0.0,0.6667,0.5,2,0.6667,1,0.1667,0.1667,0.0,3.3333,3,1.5,0.0,20,0.0,60,35.8333,3.21
Buse66,10.6,23,2.5714,9,2,0.0,0.0,0.2857,0.7143,0.8571,0.8571,0,0.0,1,0.2857,0.0,0.0,2.0,1,0.6,0.0,22,0.2857,116,34.2857,2.6
Buse67,8.25,13,1.0,5,3,0.0,0.0714,0.0714,0.0,0.2143,0.5714,2,0.2857,1,0.0714,0.0,0.0714,1.1429,1,0.5,0.3571,18,0.0,48,19.2143,4.02
Buse68,9.3333,22,2.1667,4,3,0.0,0.0,0.1667,0.0,0.3333,1.0,2,0.5,0,0.0,0.0,0.0,1.1667,2,1.1667,0.0,20,0.0,61,30.6667,3.36
Buse69,8.0,17,3.0,8,3,0.0,0.0,0.1667,0.5,1.3333,0.5,1,0.1667,0,0.0,0.0,0.0,2.3333,7,2.2,0.0,13,0.1667,67,33.3333,2.93
Buse7,5.4444,13,1.4167,8,3,0.3333,0.0,0.25,0.0,0.4167,0.4167,2,0.4167,5,0.3333,0.0,0.0,2.0,1,0.2727,0.5,15,0.0833,68,25.6667,3.63
Buse70,9.0667,18,2.875,10,4,0.0,0.25,0.125,0.375,1.25,1.875,2,0.5,0,0.0,0.0,0.125,3.25,4,2.25,0.0,36,0.0,99,46.0,2.4
Buse71,9.6667,15,0.8333,3,3,0.0833,0.0833,0.1667,0.0,0.0833,0.4167,2,0.5,1,0.0833,0.0,0.1667,1.6667,3,1.5455,0.25,18,0.0833,59,23.5,3.69
Buse72,8.1538,28,2.6667,9,4,0.0,0.0,0.2222,0.8889,0.1111,0.7778,4,0.7778,0,0.0,0.0,0.1111,3.6667,3,1.625,0.0,43,0.1111,130,40.5556,2.86
Buse73,9.8889,16,1.7143,5,2,0.0,0.2857,0.0,0.2857,0.1429,1.0,1,0.4286,0,0.0,0.0,0.1429,2.2857,4,2.1667,0.0,12,0.1429,74,34.7143,3.38
Buse74,9.4,21,1.8571,4,3,0.0,0.0,0.4286,0.1429,0.4286,1.0,1,0.1429,0,0.0,0.1429,0.0,1.7143,3,1.6667,0.0,20,0.1429,69,29.0,3.81
Buse75,8.6,21,1.5385,5,3,0.0,0.0,0.1538,0.1538,0.4615,0.6154,2,0.2308,2,0.1538,0.0,0.0769,1.4615,3,1.4615,0.5385,15,0.0,78,40.0,3.4
Buse76,7.5714,11,2.1667,6,3,0.0,0.0,0.0,0.0,1.1667,1.1667,0,0.0,0,0.0,0.0,0.0,0.6667,3,0.8333,0.0,18,0.0,63,23.8333,3.49
Buse77,10.5385,20,2.5,9,4,0.625,0.0,0.25,0.0,0.75,0.875,2,0.375,0,0.0,0.0,0.0,2.5,4,2.0,0.0,31,0.0,121,41.375,2.73
Buse78,9.0,19,3.3333,7,3,0.0,0.1667,0.1667,0.1667,0.8333,1.3333,3,1.3333,0,0.0,0.0,0.1667,2.6667,3,1.5,0.0,32,0.0,124,58.8333,2.3
Buse79,5.25,10,1.75,9,6,0.0833,0.1667,0.25,0.25,0.25,0.4167,2,0.5,1,0.25,0.0833,0.0833,1.9167,8,2.7,0.0,11,0.1667,74,22.9167,3.35
Buse8,8.0,16,3.4,8,4,0.0,0.0,0.4,1.2,0.6,0.8,3,0.8,0,0.0,0.0,0.0,2.8,2,1.2,0.0,22,0.0,101,41.8,2.86
Buse80,14.5,22,0.25,1,1,0.0,0.0,0.0,0.0,0.0,0.4167,2,0.1667,0,0.0,0.0,0.0,0.5833,2,1.4167,0.5833,9,0.0,73,37.0,4.15
Buse81,9.0,16,0.9286,3,5,0.0,0.0714,0.0714,0.0,0.2143,0.5714,2,0.3571,0,0.0,0.0,0.1429,1.0,3,1.5833,0.2857,21,0.1429,76,28.2143,3.93
Buse82,9.7143,16,1.0,3,2,0.0,0.125,0.25,0.0,0.25,0.625,1,0.25,1,0.125,0.0,0.125,1.5,4,1.75,0.0,11,0.0,60,23.875,4.0
Buse83,8.5333,22,2.5556,7,4,0.0,0.0,0.2222,0.0,0.6667,1.5556,3,0.8889,0,0.0,0.1111,0.2222,1.8889,4,2.1111,0.0,31,0.0,79,40.6667,2.77
Buse84,7.7143,12,1.375,5,4,0.0,0.0,0.375,0.0,0.625,0.0,0,0.0,0,0.0,0.0,0.0,2.625,2,1.5,0.5,12,0.0,79,45.625,3.94
Buse85,9.0769,15,1.1667,5,2,0.0,0.0833,0.0,0.25,0.3333,0.9167,3,0.3333,2,0.25,0.0,0.0833,1.3333,3,1.3636,0.3333,26,0.0833,82,32.3333,3.6
Buse86,5.375,11,1.1818,6,2,0.0,0.1818,0.0,0.3636,0.0,0.7273,9,1.4545,5,0.2727,0.0,0.0909,3.7273,3,1.0,0.0,16,0.0,86,24.3636,2.64
Buse87,7.9167,15,2.875,6,4,0.5,0.0,0.125,0.0,1.25,1.375,3,0.75,4,0.5,0.0,0.25,2.25,4,1.625,0.0,30,0.0,68,36.625,2.88
Buse88,8.6667,13,1.5714,3,3,0.0,0.1429,0.1429,0.0,0.2857,0.8571,1,0.4286,0,0.0,0.0,0.1429,1.2857,3,1.4286,0.0,22,0.0,60,31.2857,3.23
Buse89,11.6,16,0.5,2,2,0.0,0.0,0.0833,0.0,0.0,0.4167,1,0.5,0,0.0,0.0,0.0,1.4167,4,2.25,0.0,16,0.3333,42,19.6667,4.29
Buse9,6.6667,15,1.5455,5,3,0.0,0.0,0.2727,0.0,0.3636,0.9091,2,0.3636,0,0.0,0.0909,0.0,2.1818,3,1.3333,0.2727,19,0.1818,79,27.7273,4.13
Buse90,8.9412,17,2.5,8,4,0.0,0.4,0.2,0.2,0.7,1.3,4,0.8,0,0.0,0.0,0.3,3.4,4,2.375,0.0,39,0.2,97,41.3,3.36
Buse91,9.2143,26,2.75,5,3,0.0,0.125,0.125,1.125,0.375,1.5,7,1.375,5,0.625,0.0,0.125,5.375,1,0.25,0.0,21,0.0,94,41.25,2.09
Buse92,10.625,20,1.0,5,3,0.0,0.0,0.25,0.0,0.0833,0.4167,1,0.25,0,0.0,0.0,0.0,1.4167,3,1.2727,0.4167,14,0.0833,71,26.8333,3.36
Buse93,9.875,19,1.8462,4,4,0.0769,0.0769,0.0769,0.0,0.4615,1.2308,5,1.0,0,0.0,0.1538,0.1538,2.0,7,3.8462,0.0,39,0.0,78,44.6154,2.36
Buse94,3.6667,8,1.375,4,3,0.0,0.125,0.375,0.0,0.25,0.5,1,0.125,0,0.0,0.0,0.125,1.5,3,1.6667,0.0,5,0.25,33,13.125,4.07
Buse95,13.5,21,2.0,4,2,0.0,0.0,0.2,0.0,0.8,0.8,0,0.0,0,0.0,0.0,0.0,2.2,2,1.0,0.0,24,0.2,86,37.2,3.19
Buse96,7.5385,20,1.1818,4,2,0.0,0.0,0.2727,0.0,0.1818,0.4545,2,0.3636,0,0.0,0.0,0.0,1.7273,2,1.1,0.4545,17,0.0909,50,25.0,3.81
Buse97,9.3333,15,1.9,6,3,0.0,0.0,0.1,0.5,0.5,1.1,2,0.4,1,0.1,0.0,0.0,2.1,4,2.0,0.0,26,0.1,96,38.9,2.91
Buse98,8.1818,22,3.6,6,4,0.2,0.2,0.8,0.0,0.8,1.2,2,0.6,1,0.2,0.2,0.0,2.2,4,2.0,0.0,20,0.0,69,41.8,3.01
Buse99,7.3846,12,2.2308,7,6,0.0,0.4615,0.1538,0.0,0.7692,0.5385,1,0.2308,0,0.0,0.0,0.0769,2.0769,4,2.5455,0.0,33,0.1538,73,32.8462,2.96
Scalabrino1,6.6667,15,1.0,5,2,0.0,0.0,0.0625,0.0625,0.25,0.6875,4,0.625,0,0.0,0.0,0.0,1.1875,5,3.0625,0.125,19,0.0,67,30.5625,4.22
Scalabrino10,8.8571,20,1.84,5,7,0.16,0.2,0.32,0.0,0.52,1.04,2,0.48,1,0.08,0.0,0.2,2.04,4,1.9167,0.0,68,0.04,74,30.32,3.22
Scalabrino100,11.375,25,2.2,8,7,0.0,0.0,0.1,0.1,0.95,1.85,3,0.5,1,0.0,0.0,0.0,1.4,7,4.15,0.0,83,0.0,246,59.9,3.67
Scalabrino101,8.6667,12,0.4545,1,9,0.0,0.0,0.0,0.0,0.0,0.5,4,0.4545,1,0.0,0.0,0.0,0.5,4,2.2727,0.0,165,0.0,367,80.8636,3.33
Scalabrino102,19.6087,48,1.0,5,5,0.0,0.0,0.1081,0.0811,0.4054,0.6216,3,0.3784,0,0.0,0.0,0.0541,0.9189,5,2.5,0.3243,137,0.0811,136,55.0541,3.33
Scalabrino103,17.4286,36,0.84,4,2,0.0,0.0,0.0,0.32,0.32,0.64,2,0.12,0,0.0,0.0,0.04,0.32,5,2.8,0.28,57,0.0,105,39.52,3.89
Scalabrino104,11.3333,22,1.9286,8,5,0.0,0.0714,0.0714,0.5714,0.1429,0.5,2,0.7857,0,0.0,0.0,0.0714,2.5,3,2.3571,0.0714,35,0.0,101,42.3571,3.89
Scalabrino105,22.5,46,2.0909,5,9,0.0909,0.0909,0.1818,0.5455,0.1818,1.0909,3,0.4545,1,0.0909,0.0909,0.0,1.7273,5,3.4545,0.0,39,0.0,83,55.0909,3.89
Scalabrino106,11.4,26,1.6111,9,5,0.0556,0.0833,0.3056,0.2778,0.1944,0.6389,2,0.4167,2,0.0556,0.0278,0.1111,2.5,4,2.3636,0.25,98,0.0833,114,42.8889,3.56
Scalabrino107,14.9048,32,1.6562,8,10,0.0,0.0938,0.0,0.1562,0.5,1.25,2,0.625,0,0.0,0.0,0.2188,2.4688,3,2.4062,0.2812,116,0.0,150,57.3438,3.89
Scalabrino108,14.75,23,2.4872,4,14,0.3333,0.1026,0.1282,0.0256,0.7179,1.3846,3,1.3077,1,0.2308,0.0,0.3846,3.9744,3,2.4615,0.0256,206,0.0,110,63.3077,3.33
Scalabrino109,10.7241,23,2.525,7,11,0.075,0.0,0.2,0.15,0.95,1.225,3,0.4,1,0.0,0.0,0.1,2.45,7,3.375,0.0,149,0.0,96,48.25,3.0
Scalabrino11,11.6842,29,1.7857,5,5,0.0,0.0714,0.0714,0.0714,0.7143,1.1429,2,0.2857,0,0.0,0.0,0.1429,1.0714,4,2.7857,0.2143,35,0.0,76,41.4286,4.0
Scalabrino110,12.9667,37,1.2286,10,4,0.0,0.0,0.0286,0.0,0.4286,0.7429,4,0.3143,0,0.0,0.0286,0.0286,1.1429,5,2.6176,0.3714,75,0.0286,137,47.2857,3.56
Scalabrino111,17.9474,32,1.6522,7,6,0.0,0.0,0.0435,0.1739,0.6087,1.4783,2,0.5652,0,0.0,0.0,0.1739,1.8261,4,2.1667,0.0435,109,0.2174,129,47.5652,3.0
Scalabrino112,11.5882,41,2.0,8,5,0.0455,0.0455,0.0909,0.9091,0.4091,0.7727,2,0.5,1,0.0455,0.0,0.1818,3.0,4,2.7727,0.0909,56,0.0,107,42.5909,3.89
Scalabrino113,6.5,9,1.6316,3,11,0.0,0.0,0.4737,0.0,0.0,1.3158,4,0.8421,3,1.2632,0.0,0.0,4.9474,2,1.4737,0.3684,32,0.0,56,36.4737,4.11
Scalabrino114,4.5556,8,0.7333,4,5,0.0,0.1667,0.0333,0.0,0.2667,0.5333,2,0.7,0,0.0,0.0,0.2,1.3,3,1.8333,0.2333,26,0.0,65,23.1333,4.67
Scalabrino115,10.625,20,0.5,3,2,0.0,0.0,0.0,0.0625,0.0625,0.75,4,0.5625,2,0.0625,0.0,0.125,0.875,4,2.375,0.0,17,0.0,81,20.8125,3.33
Scalabrino116,9.7727,23,1.85,5,4,0.0,0.1,0.15,0.2,0.35,0.9,2,0.35,0,0.0,0.0,0.15,1.75,5,2.3158,0.15,70,0.05,76,38.25,3.56
Scalabrino117,9.6154,27,1.1053,9,5,0.0263,0.0526,0.1316,0.2632,0.1316,0.7105,4,1.0,4,0.0526,0.0,0.0263,2.4211,3,2.1579,0.0,85,0.0,126,30.5526,3.56
Scalabrino118,11.325,24,1.9143,5,11,0.0286,0.0,0.1429,0.0857,0.6857,0.9143,2,0.2857,2,0.2571,0.0,0.0,0.6571,2,1.0,0.0857,96,0.1714,68,30.0286,3.89
Scalabrino119,9.6207,20,2.0714,5,23,0.0476,0.0,0.0714,0.0,0.6905,1.5952,2,0.3571,0,0.0,0.0,0.3095,1.0476,5,3.8333,0.0,142,0.0,65,36.7381,4.11
Scalabrino12,9.2917,20,1.6316,5,3,0.0,0.0,0.1579,0.3684,0.2632,1.1579,2,0.6842,2,0.0,0.0,0.0,1.8421,4,2.3684,0.0,62,0.0,148,38.7895,3.33
Scalabrino120,7.5,18,2.1176,7,4,0.0,0.0588,0.2941,0.0,0.5882,1.1176,2,0.4118,0,0.0,0.0588,0.1176,1.8824,4,1.6471,0.1176,43,0.0,67,29.8235,3.89
Scalabrino121,7.4138,19,2.119,6,14,0.119,0.0952,0.4048,0.1429,0.4286,1.0714,2,0.4286,1,0.0714,0.0476,0.0952,2.0714,4,2.381,0.2143,97,0.0,73,39.9762,3.33
Scalabrino122,10.0952,19,1.72,4,6,0.0,0.24,0.12,0.0,0.44,1.24,2,0.32,0,0.0,0.0,0.16,1.8,4,1.75,0.16,56,0.04,58,33.76,3.22
Scalabrino123,11.1176,23,3.5,6,10,0.0,0.0,0.0625,0.0,1.5,1.8125,1,0.3125,0,0.0,0.0,0.0625,0.75,2,1.6667,0.0,78,0.0625,70,40.375,4.67
Scalabrino124,9.0833,46,2.1429,6,3,0.0,0.0,0.1429,0.1429,0.5,1.0714,3,0.7857,1,0.0714,0.0,0.0,1.6429,4,2.1429,0.0,42,0.0,73,37.2143,3.22
Scalabrino125,11.36,24,2.25,5,5,0.05,0.15,0.2,0.15,0.45,1.05,2,0.5,0,0.0,0.0,0.15,2.2,7,2.75,0.0,76,0.0,89,48.75,2.89
Scalabrino126,14.8696,30,1.56,9,8,0.0,0.0,0.08,0.36,0.28,0.6,2,0.28,0,0.0,0.04,0.0,1.4,3,1.68,0.44,77,0.0,171,51.92,3.11
Scalabrino127,12.8276,27,2.4762,7,11,0.0,0.0,0.0476,0.0,1.0952,1.5714,3,0.0714,0,0.0,0.0,0.0,1.5476,2,1.8065,0.0238,157,0.2619,133,46.7381,2.78
Scalabrino128,12.5,22,2.4545,7,3,0.0,0.0,0.0909,0.0,1.1818,1.4545,3,0.2727,0,0.0,0.0,0.0,1.7273,2,1.5,0.0,39,0.2727,133,46.8182,3.33
Scalabrino129,8.7727,35,1.3462,3,6,0.0385,0.0,0.1154,0.0,0.3846,0.8846,2,0.3462,2,0.0,0.0,0.0,1.4615,4,2.8846,0.0385,39,0.0,70,31.0385,4.11
Scalabrino13,10.8276,29,2.5909,5,5,0.6364,0.0455,0.2273,0.0909,0.7727,1.2727,2,0.5909,0,0.0,0.0455,0.0455,2.9545,7,4.0,0.0,124,0.0,148,63.6364,3.56
